0.03964736104785731, 5.030520269283826e-18
0.06697193655525464, 6.057006845809407e-18
0.09499014955266805, 1.532794279672654e-17
0.13612207835766224, 2.0251239642429968e-17
0.20325241490569101, 2.935904573509341e-17
0.303488931872232, 4.256300264549499e-17
0.4578405827854413, 6.170531598835187e-17
0.6766391821240042, 9.816021113890398e-17
1.0313186160300982, 1.5615230060004965e-16
1.5241780897061528, 2.484055474186353e-16
2.2758459260747865, 3.9516110714498335e-16
3.433320018281993, 6.286184113951682e-16
4.770582696143922, 1.2040517722974493e-15
6.232221168523747, 1.9153937435990026e-15
